c;S;X;T;vol;rf
45.7;2030.57;2000;23;0.000646825;0.000198413
36.35;2064.45;2050;23;0.00054246;0.000198413
2.65;2086.86;2150;22;0.000384524;0.000198413
15.4;2012.74;2040;22;0.000530556;0.000198413
37.65;2012.74;2000;22;0.000681746;0.000198413
33.3;2086.86;2075;22;0.00051746;0.000198413
18.65;2086.86;2100;22;0.000472222;0.000198413
0.825;2012.74;2115;22;0.000447222;0.000198413
0.925;1921.42;2060;22;0.00075873;0.000198413
0.125;1921.42;2130;22;0.000654762;0.000198413
9.7;2086.86;2120;22;0.000427381;0.000198413
8.1;2086.86;2125;22;0.000420238;0.000198413
45.85;1921.42;1910;22;0.000817857;0.000198413
4.35;2086.86;2140;22;0.000400397;0.000198413
1.6;2086.86;2160;22;0.000375794;0.000198413
23.95;2086.86;2090;22;0.000486905;0.000198413
4.45;1921.42;2015;22;0.000661905;0.000198413
13.75;2086.86;2110;22;0.000448016;0.000198413
22.55;2012.74;2025;22;0.000565476;0.000198413
17.7;2089.99;2100;21;0.000453175;0.000198413
0.35;2089.99;2200;21;0.000405556;0.000198413
13.1;2089.99;2110;21;0.000434921;0.000198413
13.55;2050.29;2075;21;0.000606349;0.000198413
0.175;2050.29;2175;21;0.000556349;0.000198413
32;2089.99;2075;21;0.000488889;0.000198413
7.7;2089.99;2125;21;0.000412302;0.000198413
35.6;2014.54;2000;21;0.000720635;0.000198413
4.1;2089.99;2140;21;0.000395238;0.000198413
5.05;2089.99;2135;21;0.000398413;0.000198413
6.25;2089.99;2130;21;0.000404365;0.000198413
1.6;2089.99;2160;21;0.000378571;0.000198413
25.8;2089.99;2085;21;0.000473016;0.000198413
22.3;2023.25;2030;21;0.000511905;0.000198413
20.7;2014.54;2025;21;0.000562698;0.000198413
2.8;2089.99;2150;21;0.000393651;0.000198413
9.9;2014.54;2050;21;0.000524603;0.000198413
28.8;2089.99;2080;21;0.000480159;0.000198413
1.6;2084.58;2150;20;0.000363095;0.000198413
12.6;2084.58;2100;20;0.000386508;0.000198413
25.25;2084.58;2075;20;0.000404762;0.000198413
4.65;2084.58;2125;20;0.000361905;0.000198413
2.35;2084.58;2140;20;0.000354762;0.000198413
82.25;2084.58;2000;20;0.000284921;0.000198413
10.35;2016.16;2045;18;0.00057381;0.000198413
7.1;2016.16;2055;18;0.000463889;0.000198413
10.55;1987.89;2025;18;0.000510317;0.000198413
52.35;1987.89;1950;18;0.000635317;0.000198413
19.6;2016.16;2025;18;0.000480159;0.000198413
14.25;1987.89;2015;18;0.000520238;0.000198413
49.4;2071.16;2030;17;0.000626587;0.000198413
34.75;2071.16;2050;17;0.000525;0.000198413
65.75;2071.16;2010;17;0.000515873;0.000198413
6.15;1981.01;2030;17;0.000438492;0.000198413
28.05;2003.02;2000;17;0.000643254;0.000198413
14.4;2003.02;2025;17;0.00055873;0.000198413
10.4;1981.01;2015;17;0.000647222;0.000198413
20.8;1992.73;2000;16;0.000730159;0.000198413
43.4;2064.45;2035;16;0.000538889;0.000198413
39.8;2064.45;2040;16;0.000547619;0.000198413
25.15;2030.57;2025;16;0.000443651;0.000198413
0.75;1921.42;2050;15;0.000679762;0.000198413
18.1;1921.42;1950;15;0.00078254;0.000198413
8.8;2023.25;2050;15;0.000394841;0.000198413
46.25;1921.42;1900;15;0.000904762;0.000198413
0.775;2019.02;2100;15;0.000397619;0.000198413
0.175;2086.86;2225;15;0.00050754;0.000198413
1.1;1921.42;2025;15;0.000611508;0.000198413
14.35;2012.74;2030;15;0.000614683;0.000198413
1;2019.02;2095;15;0.000391667;0.000198413
31;1921.42;1925;15;0.000851984;0.000198413
16.8;2012.74;2025;15;0.000534921;0.000198413
0.65;1921.42;2045;15;0.00059127;0.000198413
0.55;1921.42;2055;15;0.000657937;0.000198413
3.6;1921.42;2000;15;0.000664286;0.000198413
2.25;2019.02;2080;15;0.000345635;0.000198413
9.05;1921.42;1975;15;0.000723016;0.000198413
37.55;2023.25;2000;15;0.00068254;0.000198413
43.05;1921.42;1905;15;0.000894048;0.000198413
0.075;2014.54;2200;14;0.00063373;0.000198413
62.75;1948.51;1900;14;0.000887302;0.000198413
28.2;1948.51;1950;14;0.000769841;0.000198413
6.85;1948.51;2000;14;0.000642063;0.000198413
1.2;2031.6;2085;14;0.000403968;0.000198413
2.925;1948.51;2020;14;0.0006;0.000198413
8.5;1948.51;1995;14;0.000664683;0.000198413
3.025;1948.51;2030;14;0.00065;0.000198413
14.75;2014.54;2025;14;0.000526984;0.000198413
1.15;2014.54;2080;14;0.00041746;0.000198413
1.95;2014.54;2070;14;0.000316667;0.000198413
13.9;2089.99;2100;14;0.000477778;0.000198413
0.825;2031.6;2090;14;0.000516667;0.000198413
5;1948.51;2010;14;0.000636905;0.000198413
10.35;2014.54;2035;14;0.000446429;0.000198413
2.85;2050.29;2100;14;0.000351587;0.000198413
4.4;1948.51;2015;14;0.00064127;0.000198413
20.1;2014.54;2015;14;0.000586508;0.000198413
6.85;2014.54;2045;14;0.000501984;0.000198413
40.3;2014.54;1985;14;0.000538492;0.000198413
24.25;2031.6;2025;14;0.000549603;0.000198413
33;2014.54;1995;14;0.00068254;0.000198413
26.25;2014.54;2005;14;0.000639683;0.000198413
48.1;2014.54;1975;14;0.000606349;0.000198413
11.55;1948.51;1985;14;0.00068254;0.000198413
0.25;2031.6;2110;14;0.000270238;0.000198413
0.475;2014.54;2100;14;0.000382143;0.000198413
0.075;2031.6;2170;14;0.000542857;0.000198413
1.325;1948.51;2050;14;0.000618254;0.000198413
0.175;2014.54;2160;14;0.000557937;0.000198413
0.075;1948.51;2125;14;0.001029365;0.000198413
0.05;2075.91;2250;13;0.000637302;0.000198413
13.05;2075.91;2085;13;0.000465476;0.000198413
18.3;2075.91;2075;13;0.000419841;0.000198413
3;2075.91;2115;13;0.000417857;0.000198413
5.3;2075.91;2105;13;0.000400397;0.000198413
8.6;2075.91;2095;13;0.000448016;0.000198413
0.75;2075.91;2140;13;0.000455952;0.000198413
24.55;2075.91;2065;13;0.000496032;0.000198413
31.55;2075.91;2055;13;0.000569841;0.000198413
38.85;2075.91;2045;13;0.000519048;0.000198413
1.2;2084.58;2140;13;0.000434921;0.000198413
0.925;2084.58;2145;13;0.000354365;0.000198413
0.625;2075.91;2145;13;0.000384921;0.000198413
0.375;2084.58;2165;13;0.000448016;0.000198413
0.125;2075.91;2210;13;0.000696032;0.000198413
0.15;2084.58;2230;13;0.000549206;0.000198413
35.05;2075.91;2050;13;0.000476587;0.000198413
15.3;1987.89;2000;11;0.000615079;0.000198413
28.95;1987.89;1975;11;0.000650794;0.000198413
3.7;1987.89;2035;11;0.000538492;0.000198413
5.9;1987.89;2025;11;0.000556349;0.000198413
1.1;1987.89;2060;11;0.000529762;0.000198413
1.95;1987.89;2050;11;0.000541667;0.000198413
46.45;1987.89;1950;11;0.000673016;0.000198413
1.3;1987.89;2055;11;0.000513889;0.000198413
10.55;1987.89;2010;11;0.000580952;0.000198413
0.75;1987.89;2065;11;0.000498016;0.000198413
7.1;1987.89;2020;11;0.000558333;0.000198413
6.5;2031.38;2055;11;0.000471429;0.000198413
25.95;1987.89;1980;11;0.000646032;0.000198413
29.05;2016.16;2000;11;0.000673413;0.000198413
0.875;1981.01;2050;10;0.000515873;0.000198413
10.35;1981.01;2000;10;0.000571032;0.000198413
0.525;1981.01;2065;10;0.000540873;0.000198413
8.65;2003.02;2025;10;0.000503968;0.000198413
7.65;2030.57;2050;10;0.000394444;0.000198413
20.8;2030.57;2025;10;0.000607937;0.000198413
0.475;1981.01;2060;10;0.000507937;0.000198413
0.6;2030.57;2090;10;0.000427381;0.000198413
0.475;1981.01;2070;10;0.000559921;0.000198413
19.8;1981.01;1980;10;0.000603175;0.000198413
4.45;2030.57;2060;10;0.000448016;0.000198413
32;1991.76;1975;9;0.000748413;0.000198413
16.1;1991.76;2000;9;0.000656349;0.000198413
0.5;1992.73;2060;9;0.000460714;0.000198413
0.675;1992.73;2055;9;0.000528175;0.000198413
13.9;2064.45;2075;9;0.000450794;0.000198413
1.3;1991.76;2050;9;0.000517857;0.000198413
0.725;2019.02;2080;9;0.00037619;0.000198413
10.95;1991.76;2010;9;0.000614683;0.000198413
12.35;2019.02;2030;9;0.000522222;0.000198413
11.55;2064.45;2080;9;0.000646032;0.000198413
14.1;1992.73;2000;9;0.000586905;0.000198413
3.175;1991.76;2035;9;0.000539286;0.000198413
19.35;2064.45;2065;9;0.000428175;0.000198413
6.5;2019.02;2045;9;0.000521032;0.000198413
6.95;1991.76;2020;9;0.000575;0.000198413
6.1;1992.73;2020;9;0.00045873;0.000198413
4.45;1991.76;2030;9;0.000562698;0.000198413
1.65;1991.76;2045;9;0.000515079;0.000198413
5.05;2019.02;2050;9;0.000443651;0.000198413
0.5;2019.02;2085;9;0.000417063;0.000198413
11.65;1992.73;2005;9;0.000698413;0.000198413
5.4;1991.76;2025;9;0.000559921;0.000198413
2.825;2019.02;2060;9;0.000472619;0.000198413
0.975;1992.73;2050;9;0.000446825;0.000198413
23.05;1921.42;1925;8;0.001156746;0.000198413
44.65;2012.74;1975;8;0.000715873;0.000198413
25.05;2012.74;2000;8;0.000626587;0.000198413
37.05;2050.29;2025;8;0.000807143;0.000198413
1.95;2050.29;2090;8;0.000405952;0.000198413
11.25;1921.42;1950;8;0.000688889;0.000198413
10.45;2012.74;2025;8;0.000550794;0.000198413
4.2;2050.29;2080;8;0.000405159;0.000198413
5.75;2050.29;2075;8;0.000601984;0.000198413
67.15;2012.74;1950;8;0.000822222;0.000198413
18.15;2012.74;2010;8;0.000581746;0.000198413
3.75;2012.74;2045;8;0.000501587;0.000198413
3.3;2023.25;2050;8;0.000348016;0.000198413
30.8;2023.25;2000;8;0.000487302;0.000198413
18.6;2050.29;2050;8;0.000630952;0.000198413
2.275;2012.74;2055;8;0.000505159;0.000198413
21.75;2050.29;2045;8;0.000617063;0.000198413
2.55;2012.74;2050;8;0.000480556;0.000198413
7.8;2050.29;2070;8;0.000435714;0.000198413
1.6;2023.25;2060;8;0.000396825;0.000198413
38.7;1921.42;1900;8;0.000890079;0.000198413
0.8;2050.29;2100;8;0.000401984;0.000198413
2.975;2050.29;2085;8;0.000538095;0.000198413
6.7;2012.74;2035;8;0.000529762;0.000198413
2.275;2023.25;2055;8;0.000413095;0.000198413
15.6;2050.29;2055;8;0.000674206;0.000198413
5.2;2012.74;2040;8;0.000520238;0.000198413
10.05;2050.29;2065;8;0.000568651;0.000198413
12.9;2012.74;2020;8;0.000565079;0.000198413
21.95;2012.74;2005;8;0.000620238;0.000198413
6.25;2023.25;2040;8;0.000432937;0.000198413
15.5;2012.74;2015;8;0.000576587;0.000198413
1.175;2012.74;2060;8;0.000455952;0.000198413
0.55;1921.42;2015;8;0.000611508;0.000198413
115.25;2012.74;1900;8;0.001036905;0.000198413
12.7;2050.29;2060;8;0.000541667;0.000198413
0.025;1921.42;2100;8;0.000914683;0.000198413
8.6;2012.74;2030;8;0.000546825;0.000198413
0.6;2012.74;2070;8;0.000445635;0.000198413
1.125;2023.25;2065;8;0.000390079;0.000198413
57.2;1921.42;1875;8;0.001118254;0.000198413
1.275;2050.29;2095;8;0.000554762;0.000198413
32.5;2012.74;1990;8;0.000662698;0.000198413
0.75;2023.25;2070;8;0.000325;0.000198413
2.625;1921.42;1985;8;0.000671429;0.000198413
1.15;1921.42;2000;8;0.000681746;0.000198413
2.025;1921.42;1990;8;0.000778968;0.000198413
25.35;2050.29;2040;8;0.000567857;0.000198413
13.55;2023.25;2025;8;0.00047381;0.000198413
8.85;2086.86;2105;8;0.000557937;0.000198413
5.25;1921.42;1970;8;0.00071627;0.000198413
1.55;2014.54;2050;7;0.000430159;0.000198413
21.95;2014.54;2000;7;0.000503571;0.000198413
0.075;2089.99;2275;7;0.000876984;0.000198413
5.15;2014.54;2030;7;0.00041746;0.000198413
9.55;2014.54;2020;7;0.000451984;0.000198413
0.075;2075.91;2200;7;0.000386111;0.000198413
5.5;2075.91;2090;7;0.00031746;0.000198413
2.575;2075.91;2100;7;0.000394841;0.000198413
7.4;2014.54;2025;7;0.000445238;0.000198413
12.45;2075.91;2075;7;0.00047381;0.000198413
17.15;2089.99;2085;7;0.000525397;0.000198413
1.1;2075.91;2110;7;0.000206746;0.000198413
4.2;2031.6;2050;7;0.00042619;0.000198413
114.55;2014.54;1900;7;0.001815873;0.000198413
15.7;2075.91;2070;7;0.000494841;0.000198413
0.625;2031.6;2070;7;0.000305159;0.000198413
0.075;2089.99;2250;7;0.000775;0.000198413
9.85;2075.91;2080;7;0.000319048;0.000198413
8.3;2031.6;2040;7;0.000392857;0.000198413
19.95;1948.51;1950;7;0.000701587;0.000198413
8.2;1948.51;1975;7;0.000711111;0.000198413
0.35;2031.6;2075;7;0.000336905;0.000198413
0.125;2014.54;2100;7;0.000536905;0.000198413
1.65;2075.91;2105;7;0.000405159;0.000198413
30.4;2075.91;2050;7;0.000460714;0.000198413
0.3;2089.99;2175;7;0.000874206;0.000198413
3.9;1948.51;1990;7;0.000677778;0.000198413
1.8;2031.6;2060;7;0.000313889;0.000198413
19.05;2075.91;2065;7;0.000407937;0.000198413
47.5;1948.51;1910;7;0.001046032;0.000198413
6.6;1948.51;1980;7;0.000551984;0.000198413
7.5;2075.91;2085;7;0.000432143;0.000198413
0.05;2075.91;2225;7;0.000638492;0.000198413
1.05;2031.6;2065;7;0.000365476;0.000198413
0.225;2031.6;2080;7;0.000320635;0.000198413
0.375;2075.91;2125;7;0.000353571;0.000198413
0.9;2014.54;2060;7;0.000446032;0.000198413
3.85;2075.91;2095;7;0.00039127;0.000198413
23.7;2089.99;2075;7;0.000532937;0.000198413
56;1948.51;1900;7;0.000845635;0.000198413
17.15;2031.6;2025;7;0.000419444;0.000198413
14.4;2089.99;2090;7;0.000496825;0.000198413
9.35;2089.99;2100;7;0.000471825;0.000198413
0.05;2031.6;2130;7;0.00040119;0.000198413
14.95;2014.54;2010;7;0.000469444;0.000198413
10.1;1948.51;1970;7;0.000715079;0.000198413
2.225;1948.51;2000;7;0.000693651;0.000198413
1.65;1948.51;2005;7;0.00067381;0.000198413
0.2;2014.54;2085;7;0.000486905;0.000198413
14.1;2031.6;2030;7;0.000505159;0.000198413
5.1;1948.51;1985;7;0.000611905;0.000198413
0.775;2075.91;2115;7;0.000378571;0.000198413
2.925;1948.51;1995;7;0.000677381;0.000198413
0.075;2014.54;2165;7;0.000820635;0.000198413
1.25;2014.54;2055;7;0.000440079;0.000198413
2.5;2014.54;2040;7;0.000399603;0.000198413
1.225;1948.51;2010;7;0.000628571;0.000198413
0.05;2075.91;2230;7;0.000811905;0.000198413
32.6;1948.51;1930;7;0.000934127;0.000198413
0.075;2084.58;2225;6;0.001048413;0.000198413
0.025;2084.58;2260;6;0.000828571;0.000198413
4.3;2084.58;2100;6;0.000334921;0.000198413
0.325;2084.58;2140;6;0.000355159;0.000198413
5.85;2084.58;2095;6;0.00034881;0.000198413
0.375;2084.58;2135;6;0.000465079;0.000198413
15.35;2084.58;2075;6;0.000354762;0.000198413
0.025;2084.58;2270;6;0.000836111;0.000198413
3.1;2084.58;2105;6;0.000478968;0.000198413
0.025;2084.58;2240;6;0.00067619;0.000198413
22.5;2016.16;2000;4;0.000665079;0.000198413
2.1;1987.89;2020;4;0.000482143;0.000198413
8.7;2071.16;2075;4;0.000574603;0.000198413
1.5;1987.89;2025;4;0.000668651;0.000198413
92.7;2016.16;1925;4;0.001112698;0.000198413
25.25;2071.16;2050;4;0.000525794;0.000198413
1;1987.89;2030;4;0.000580159;0.000198413
7.45;1987.89;2000;4;0.000630159;0.000198413
0.95;2016.16;2050;4;0.00050119;0.000198413
21.4;1987.89;1975;4;0.000650794;0.000198413
11.3;2071.16;2070;4;0.00049127;0.000198413
3;1987.89;2015;4;0.00058373;0.000198413
0.525;1987.89;2040;4;0.000578175;0.000198413
3.15;2071.16;2090;4;0.000449603;0.000198413
40.35;1987.89;1950;4;0.000640079;0.000198413
1.425;2071.16;2100;4;0.000378175;0.000198413
0.8;2031.38;2060;4;0.00040119;0.000198413
12;1987.89;1990;4;0.000770238;0.000198413
6.4;2071.16;2080;4;0.000482143;0.000198413
4.1;1987.89;2010;4;0.000598413;0.000198413
2.675;2031.38;2050;4;0.000454762;0.000198413
12.1;2031.38;2030;4;0.000494048;0.000198413
0.7;1987.89;2035;4;0.000577381;0.000198413
0.275;2031.38;2070;4;0.000403571;0.000198413
9.45;1987.89;1995;4;0.000586905;0.000198413
0.05;1987.89;2100;4;0.00087381;0.000198413
18.1;1987.89;1980;4;0.00079127;0.000198413
6.4;2031.38;2040;4;0.000588889;0.000198413
4.4;2016.16;2030;4;0.000503571;0.000198413
5.65;1987.89;2005;4;0.000683333;0.000198413
26.45;2016.16;1995;4;0.000683333;0.000198413
35.05;2016.16;1985;4;0.000733333;0.000198413
24.85;1987.89;1970;4;0.000808333;0.000198413
3.3;2016.16;2035;4;0.000514286;0.000198413
0.425;2031.38;2065;4;0.000403175;0.000198413
0.275;1987.89;2050;4;0.000486111;0.000198413
0.95;2016.16;2055;4;0.000553571;0.000198413
4.55;2071.16;2085;4;0.000450397;0.000198413
0.275;2003.02;2050;3;0.000605556;0.000198413
13.2;2003.02;2000;3;0.000721429;0.000198413
1.5;2003.02;2030;3;0.000572222;0.000198413
0.5;2030.57;2060;3;0.000513095;0.000198413
55.9;2003.02;1950;3;0.001159127;0.000198413
2.475;2003.02;2025;3;0.000602778;0.000198413
0.575;1981.01;2020;3;0.000612302;0.000198413
22.65;2064.45;2050;3;0.000722619;0.000198413
0.9;2030.57;2055;3;0.000461508;0.000198413
1.05;2064.45;2100;3;0.000630952;0.000198413
3.35;1981.01;2000;3;0.000735317;0.000198413
5.1;2003.02;2015;3;0.000615873;0.000198413
4.65;2030.57;2040;3;0.000561508;0.000198413
0.325;2030.57;2065;3;0.000490079;0.000198413
1.425;1981.01;2010;3;0.000637698;0.000198413
4.75;1981.01;1995;3;0.000559921;0.000198413
0.2;2003.02;2055;3;0.000624603;0.000198413
1.675;2030.57;2050;3;0.000474206;0.000198413
18.7;2064.45;2055;3;0.000975;0.000198413
0.875;1981.01;2015;3;0.000676587;0.000198413
7.05;2064.45;2075;3;0.000658333;0.000198413
13.9;1981.01;1975;3;0.000781349;0.000198413
9.45;2064.45;2070;3;0.00060754;0.000198413
0.3;2064.45;2115;3;0.000659921;0.000198413
30.45;2064.45;2040;3;0.000806746;0.000198413
0.15;2003.02;2060;3;0.000644444;0.000198413
0.375;1981.01;2025;3;0.000595238;0.000198413
0.2;2030.57;2070;3;0.000431746;0.000198413
1.25;2003.02;2035;3;0.000619048;0.000198413
5.1;2064.45;2080;3;0.00051746;0.000198413
34.65;2064.45;2035;3;0.000854762;0.000198413
12;2064.45;2065;3;0.000753571;0.000198413
3.475;2003.02;2020;3;0.000597222;0.000198413
9.6;2030.57;2030;3;0.000589286;0.000198413
0.25;1981.01;2030;3;0.00061746;0.000198413
2.5;2064.45;2090;3;0.000584524;0.000198413
0.05;2003.02;2100;3;0.000693651;0.000198413
2.85;2030.57;2045;3;0.000490873;0.000198413
11.2;1981.01;1980;3;0.000639286;0.000198413
2.225;1981.01;2005;3;0.000718254;0.000198413
0.875;2003.02;2040;3;0.000627381;0.000198413
6.85;2030.57;2035;3;0.000535714;0.000198413
0.125;2030.57;2080;3;0.000459127;0.000198413
3.95;1992.73;2000;2;0.000575;0.000198413
4;2086.86;2100;2;0.000771032;0.000198413
8.55;2086.86;2090;2;0.000595238;0.000198413
0.725;1991.76;2025;2;0.000577778;0.000198413
4.25;2019.02;2030;2;0.000635714;0.000198413
3.5;1991.76;2010;2;0.000965873;0.000198413
11.3;2086.86;2085;2;0.000895238;0.000198413
0.4;1992.73;2025;2;0.000628175;0.000198413
41.65;2086.86;2050;2;0.001303968;0.000198413
0.575;1992.73;2020;2;0.000604762;0.000198413
1.85;1992.73;2010;2;0.000615079;0.000198413
0.075;2019.02;2070;2;0.00070873;0.000198413
0.675;2019.02;2050;2;0.000513095;0.000198413
1.3;1991.76;2020;2;0.000851587;0.000198413
7.7;1991.76;2000;2;0.00094246;0.000198413
0.4;2019.02;2055;2;0.000786905;0.000198413
14.45;2086.86;2080;2;0.000822619;0.000198413
0.4;1991.76;2030;2;0.000815079;0.000198413
2.525;2086.86;2105;2;0.00077619;0.000198413
5.45;1991.76;2005;2;0.001106746;0.000198413
5.95;2019.02;2025;2;0.000750794;0.000198413
2.3;1991.76;2015;2;0.00091627;0.000198413
2.825;2019.02;2035;2;0.000497222;0.000198413
5.9;2086.86;2095;2;0.000749603;0.000198413
1.55;2086.86;2110;2;0.000610714;0.000198413
0.075;2019.02;2080;2;0.000873413;0.000198413
18.5;2086.86;2075;2;0.000928571;0.000198413
0.225;1992.73;2030;2;0.000642063;0.000198413
0.25;2019.02;2060;2;0.00057619;0.000198413
0.9;2086.86;2115;2;0.000796429;0.000198413
1.775;2019.02;2040;2;0.000699206;0.000198413
0.4;2086.86;2125;2;0.000732937;0.000198413
1.1;2019.02;2045;2;0.000673016;0.000198413
2.65;1992.73;2005;2;0.000589683;0.000198413
0.1;1992.73;2050;2;0.000809127;0.000198413
13.55;1991.76;1990;2;0.000975;0.000198413
0.55;2086.86;2120;2;0.00074881;0.000198413
10.5;1991.76;1995;2;0.000881746;0.000198413
0.125;1991.76;2050;2;0.000589683;0.000198413
22.4;2086.86;2070;2;0.000863095;0.000198413
0.2;1992.73;2035;2;0.00069881;0.000198413
0.15;1992.73;2045;2;0.000798413;0.000198413
0.25;1991.76;2035;2;0.000676984;0.000198413
23.5;2023.25;2000;1;0.001400794;0.000198413
3.6;2023.25;2025;1;0.000718254;0.000198413
6.05;2050.29;2055;1;0.001407937;0.000198413
15.55;2089.99;2075;1;0.000717063;0.000198413
3.5;2050.29;2060;1;0.001346429;0.000198413
1.55;2089.99;2100;1;0.000727381;0.000198413
0.75;2050.29;2070;1;0.000920238;0.000198413
6.9;1921.42;1930;1;0.002001587;0.000198413
1.25;1921.42;1950;1;0.001437698;0.000198413
9;2050.29;2050;1;0.001470635;0.000198413
6.45;2023.25;2020;1;0.000750794;0.000198413
1.775;2050.29;2065;1;0.001026587;0.000198413
2.05;2012.74;2025;1;0.000979762;0.000198413
6.15;2012.74;2015;1;0.001157937;0.000198413
3.8;2012.74;2020;1;0.000939683;0.000198413
9.35;1921.42;1925;1;0.002054762;0.000198413
31.55;2050.29;2025;1;0.002414286;0.000198413
0.15;2023.25;2050;1;0.00089881;0.000198413
1.025;2012.74;2030;1;0.00095754;0.000198413
1.8;2023.25;2030;1;0.00070873;0.000198413
4.95;2089.99;2090;1;0.000816667;0.000198413
0.275;2050.29;2075;1;0.000786508;0.000198413
9.1;2012.74;2010;1;0.001283333;0.000198413
14.2;2023.25;2010;1;0.001146429;0.000198413
48.75;2023.25;1975;1;0.002;0.000198413
65;2012.74;1950;1;0.003127778;0.000198413
88.7;2089.99;2000;1;0.000717063;0.000198413
17;2012.74;2000;1;0.001545635;0.000198413
26.2;2012.74;1990;1;0.00150754;0.000198413
0.2;2023.25;2045;1;0.000799206;0.000198413
0.825;2089.99;2105;1;0.000905556;0.000198413
0.325;2023.25;2040;1;0.000718651;0.000198413
0.55;2012.74;2035;1;0.00096627;0.000198413
0.075;2023.25;2060;1;0.001056746;0.000198413
13.55;2012.74;2005;1;0.001535317;0.000198413
17.25;2050.29;2040;1;0.001819048;0.000198413
3.35;1921.42;1940;1;0.001850794;0.000198413
149.05;2089.99;1940;1;0.000717063;0.000198413
7.85;2089.99;2085;1;0.001616667;0.000198413
0.8;2023.25;2035;1;0.00070873;0.000198413
0.2;1921.42;1965;1;0.001638095;0.000198413
0.675;1921.42;1955;1;0.001561905;0.000198413
39.3;2012.74;1975;1;0.002447619;0.000198413
0.375;1921.42;1960;1;0.001461508;0.000198413
0.275;2012.74;2040;1;0.001132143;0.000198413
0.125;2089.99;2125;1;0.001352381;0.000198413
9.35;2023.25;2015;1;0.000823413;0.000198413
26.65;1921.42;1900;1;0.002477778;0.000198413
0.1;2023.25;2055;1;0.000963889;0.000198413
2.15;1921.42;1945;1;0.00162619;0.000198413
0.1;2050.29;2080;1;0.000886905;0.000198413
12.8;2050.29;2045;1;0.001960714;0.000198413
0.025;2050.29;2100;1;0.000942857;0.000198413
0.15;2089.99;2120;1;0.000717063;0.000198413
74;2023.25;1950;1;0.002579762;0.000198413
20.8;2023.25;2005;1;0.001384921;0.000198413
0.1;1921.42;1970;1;0.001658333;0.000198413
4.85;1921.42;1935;1;0.001575397;0.000198413
2.925;2089.99;2095;1;0.000940873;0.000198413
48.8;2089.99;2040;1;0.000717063;0.000198413
0.125;2012.74;2050;1;0.001083333;0.000198413
21;2012.74;1995;1;0.001600397;0.000198413
0.075;1921.42;1980;1;0.001501984;0.000198413
0.4;2089.99;2110;1;0.000792857;0.000198413
33.75;2089.99;2055;1;0.000717063;0.000198413
